Frame,min_val,max_val
frame_001.png,0.013597719371318817,0.341031938791275
frame_002.png,0.01622684858739376,0.3407263159751892
frame_003.png,0.016959572210907936,0.3402017652988434
frame_004.png,0.017026131972670555,0.3457186222076416
frame_005.png,0.018386323004961014,0.3507249057292938
frame_006.png,0.020067524164915085,0.3548855483531952
frame_007.png,0.020228413864970207,0.3574393093585968
frame_008.png,0.017179088667035103,0.3550293743610382
frame_009.png,0.012105433270335197,0.34985825419425964
frame_010.png,0.006498871371150017,0.34309810400009155
frame_011.png,0.002485895063728094,0.3386729061603546
frame_012.png,0.0,0.33716657757759094
frame_013.png,0.0026964908465743065,0.3372804820537567
frame_014.png,0.0073623573407530785,0.3392901122570038
frame_015.png,0.012636858969926834,0.33945268392562866
frame_016.png,0.016734670847654343,0.33900216221809387
frame_017.png,0.018900221213698387,0.3406735360622406
frame_018.png,0.02244870737195015,0.34540855884552
frame_019.png,0.02645735628902912,0.34716957807540894
frame_020.png,0.029436208307743073,0.35319820046424866
frame_021.png,0.030536070466041565,0.35620224475860596
frame_022.png,0.027599796652793884,0.3546031415462494
frame_023.png,0.023844994604587555,0.3502349555492401
frame_024.png,0.02037990093231201,0.3479510247707367
frame_025.png,0.017339518293738365,0.3443288505077362
frame_026.png,0.016248159110546112,0.3414044678211212
frame_027.png,0.017088601365685463,0.33940914273262024
frame_028.png,0.019699541851878166,0.33889931440353394
frame_029.png,0.023867078125476837,0.3396703004837036
frame_030.png,0.027650410309433937,0.3390577733516693
frame_031.png,0.03071455843746662,0.34057557582855225
frame_032.png,0.032895687967538834,0.33862340450286865
frame_033.png,0.03466366231441498,0.3381879925727844
frame_034.png,0.03566749766469002,0.33885809779167175
frame_035.png,0.03769632801413536,0.34568676352500916
frame_036.png,0.042885616421699524,0.3512808084487915
frame_037.png,0.05146094784140587,0.35664090514183044
frame_038.png,0.06274286657571793,0.3578207492828369
frame_039.png,0.07177042961120605,0.36209985613822937
frame_040.png,0.07890592515468597,0.36040550470352173
frame_041.png,0.0877479538321495,0.3599208891391754
frame_042.png,0.09638453274965286,0.3540520668029785
frame_043.png,0.10486196726560593,0.34837019443511963
frame_044.png,0.11242425441741943,0.34504860639572144
frame_045.png,0.11961880326271057,0.34470126032829285
frame_046.png,0.12242232263088226,0.3515457510948181
frame_047.png,0.12190388888120651,0.34405380487442017
frame_048.png,0.1216607466340065,0.34633082151412964
frame_049.png,0.1223863810300827,0.34726983308792114
frame_050.png,0.12216893583536148,0.34808671474456787
frame_051.png,0.12205644696950912,0.34547603130340576
frame_052.png,0.12201789766550064,0.34784358739852905
frame_053.png,0.1218876987695694,0.3398333191871643
frame_054.png,0.12176983058452606,0.33810335397720337
frame_055.png,0.12155359238386154,0.33346831798553467
frame_056.png,0.12141840904951096,0.3352910578250885
frame_057.png,0.12145198881626129,0.3286682069301605
frame_058.png,0.12145338207483292,0.31769365072250366
frame_059.png,0.12142331153154373,0.318345844745636
frame_060.png,0.12148907035589218,0.31374165415763855
frame_061.png,0.12153947353363037,0.3109015226364136
frame_062.png,0.12153345346450806,0.3049231767654419
frame_063.png,0.12130790203809738,0.3033254146575928
frame_064.png,0.12084614485502243,0.30077064037323
frame_065.png,0.12062773108482361,0.30236759781837463
frame_066.png,0.12045632302761078,0.2996537685394287
frame_067.png,0.12052640318870544,0.2987033426761627
frame_068.png,0.12053694576025009,0.2919783294200897
frame_069.png,0.12048956006765366,0.2882748246192932
frame_070.png,0.12051404267549515,0.2836812436580658
frame_071.png,0.12050332874059677,0.28305724263191223
frame_072.png,0.12046495825052261,0.27895739674568176
frame_073.png,0.12044991552829742,0.27496638894081116
frame_074.png,0.12043527513742447,0.27195224165916443
frame_075.png,0.12037874758243561,0.26667115092277527
frame_076.png,0.12044070661067963,0.26333847641944885
frame_077.png,0.12048991769552231,0.2586119771003723
frame_078.png,0.12035984545946121,0.25496527552604675
frame_079.png,0.12005884200334549,0.24873554706573486
frame_080.png,0.12003481388092041,0.24654042720794678
frame_081.png,0.12010052055120468,0.24355116486549377
frame_082.png,0.12003722786903381,0.23905518651008606
frame_083.png,0.12030871212482452,0.23359684646129608
frame_084.png,0.12097607553005219,0.2255612462759018
