Frame,min_val,max_val
frame_001.png,-0.4142952561378479,0.9511548280715942
frame_002.png,-0.41219285130500793,0.9413913488388062
frame_003.png,-0.4111545979976654,0.9385451674461365
frame_004.png,-0.41815581917762756,0.9390118718147278
frame_005.png,-0.42827150225639343,0.9350073933601379
frame_006.png,-0.4302876591682434,0.9298152923583984
frame_007.png,-0.4310623109340668,0.9297687411308289
frame_008.png,-0.4294237792491913,0.93984454870224
frame_009.png,-0.4253058433532715,0.9570083618164062
frame_010.png,-0.4150811433792114,0.9765756130218506
frame_011.png,-0.4074288308620453,0.9909372329711914
frame_012.png,-0.40119850635528564,1.0
frame_013.png,-0.3984241187572479,0.9901930689811707
frame_014.png,-0.39745211601257324,0.9733721017837524
frame_015.png,-0.3964330554008484,0.9542027711868286
frame_016.png,-0.39500170946121216,0.9391358494758606
frame_017.png,-0.3972049653530121,0.9312223792076111
frame_018.png,-0.40532994270324707,0.9188835024833679
frame_019.png,-0.4119235873222351,0.9046979546546936
frame_020.png,-0.4165063798427582,0.8955696225166321
frame_021.png,-0.42002981901168823,0.8926659226417542
frame_022.png,-0.41836047172546387,0.9025020003318787
frame_023.png,-0.41500845551490784,0.914841890335083
frame_024.png,-0.41217339038848877,0.9268382787704468
frame_025.png,-0.4082375466823578,0.9371688365936279
frame_026.png,-0.40557852387428284,0.9408397674560547
frame_027.png,-0.40436914563179016,0.9378912448883057
frame_028.png,-0.40351584553718567,0.9286513924598694
frame_029.png,-0.4031301736831665,0.9139531850814819
frame_030.png,-0.40134674310684204,0.9002659320831299
frame_031.png,-0.3990907669067383,0.8895775675773621
frame_032.png,-0.3984597325325012,0.8811290264129639
frame_033.png,-0.39586925506591797,0.8749131560325623
frame_034.png,-0.40171507000923157,0.8714237809181213
frame_035.png,-0.41081467270851135,0.8660274744033813
frame_036.png,-0.4186690151691437,0.8490603566169739
frame_037.png,-0.4227822422981262,0.8202095627784729
frame_038.png,-0.42746850848197937,0.7805773615837097
frame_039.png,-0.4297805726528168,0.7512131333351135
frame_040.png,-0.43137356638908386,0.7248546481132507
frame_041.png,-0.4264473617076874,0.6925658583641052
frame_042.png,-0.424513041973114,0.6569317579269409
frame_043.png,-0.4177979528903961,0.6208410859107971
frame_044.png,-0.4118695855140686,0.5891162157058716
frame_045.png,-0.4079552888870239,0.5621405839920044
frame_046.png,-0.4060368537902832,0.5614582896232605
frame_047.png,-0.4034145176410675,0.5665687322616577
frame_048.png,-0.404119610786438,0.5704788565635681
frame_049.png,-0.4040473699569702,0.5685816407203674
frame_050.png,-0.40133804082870483,0.5713095664978027
frame_051.png,-0.40495458245277405,0.5689147710800171
frame_052.png,-0.40754762291908264,0.5688475370407104
frame_053.png,-0.4002704322338104,0.5768988132476807
frame_054.png,-0.39770475029945374,0.5739486217498779
frame_055.png,-0.396742582321167,0.5821165442466736
frame_056.png,-0.39368560910224915,0.583017885684967
frame_057.png,-0.3897779881954193,0.5835391283035278
frame_058.png,-0.3845103979110718,0.5835407972335815
frame_059.png,-0.3788212537765503,0.583418071269989
frame_060.png,-0.3734833896160126,0.5832850337028503
frame_061.png,-0.3669413626194,0.5822199583053589
frame_062.png,-0.3607746958732605,0.5829837322235107
frame_063.png,-0.3590107262134552,0.5884730219841003
frame_064.png,-0.35739144682884216,0.580348551273346
frame_065.png,-0.3558306396007538,0.5791928172111511
frame_066.png,-0.3518277108669281,0.5858660936355591
frame_067.png,-0.3466292917728424,0.5839440226554871
frame_068.png,-0.34341856837272644,0.583926260471344
frame_069.png,-0.33863434195518494,0.583342969417572
frame_070.png,-0.3341357111930847,0.5836349129676819
frame_071.png,-0.3277936577796936,0.5845894813537598
frame_072.png,-0.3244829773902893,0.5839653015136719
frame_073.png,-0.3198971152305603,0.5839964151382446
frame_074.png,-0.31365540623664856,0.5847418904304504
frame_075.png,-0.3078917860984802,0.5813614726066589
frame_076.png,-0.3010556995868683,0.575941801071167
frame_077.png,-0.2948676347732544,0.5737489461898804
frame_078.png,-0.2910798192024231,0.5781526565551758
frame_079.png,-0.2857239544391632,0.5918042063713074
frame_080.png,-0.28455790877342224,0.593733012676239
frame_081.png,-0.28520363569259644,0.5882329940795898
frame_082.png,-0.2845306694507599,0.5882258415222168
frame_083.png,-0.28789469599723816,0.5878777503967285
frame_084.png,-0.2905395030975342,0.5898333787918091
frame_085.png,-0.2941507399082184,0.5924018621444702
frame_086.png,-0.2887623906135559,0.5927536487579346
